Poskytovateľ,Dataset,Zobrazenia,Rok
"Protimonopolný úrad SR, Bratislava","Protimonopolný úrad SR, Bratislava",29,2023
Štatistický úrad SR,Štatistický úrad SR,29,2023
"LESY Slovenskej republiky, štátny podnik","LESY Slovenskej republiky, štátny podnik",29,2023
Štatistický úrad SR,Štatistický úrad SR,29,2023
Úrad podpredsedu vlády Slovenskej republiky pre investície a informatizáciu,Úrad podpredsedu vlády Slovenskej republiky pre investície a informatizáciu,29,2023
"Protimonopolný úrad SR, Bratislava","Protimonopolný úrad SR, Bratislava",29,2023
"Ministerstvo práce, sociálnych vecí a rodiny SR","Ministerstvo práce, sociálnych vecí a rodiny SR",29,2023
"Protimonopolný úrad SR, Bratislava","Protimonopolný úrad SR, Bratislava",29,2023
Úrad podpredsedu vlády Slovenskej republiky pre investície a informatizáciu,Úrad podpredsedu vlády Slovenskej republiky pre investície a informatizáciu,29,2023
Štatistický úrad SR,Štatistický úrad SR,29,2023
Regionálny úrad verejného zdravotníctva Trenčín,Regionálny úrad verejného zdravotníctva Trenčín,29,2023
Ministerstvo obrany SR,Ministerstvo obrany SR,29,2023
"Protimonopolný úrad SR, Bratislava","Protimonopolný úrad SR, Bratislava",29,2023
Prešovský samosprávny kraj,Prešovský samosprávny kraj,29,2023
"Plemenárske služby Slovenskej republiky, štátny podnik","Plemenárske služby Slovenskej republiky, štátny podnik",29,2023
Štatistický úrad SR,Štatistický úrad SR,29,2023
Štátny Ústav pre kontrolu liečiv,Štátny Ústav pre kontrolu liečiv,29,2023
Štatistický úrad SR,Štatistický úrad SR,29,2023
Štatistický úrad SR,Štatistický úrad SR,29,2023
Ministerstvo pôdohospodárstva a rozvoja vidieka SR,Ministerstvo pôdohospodárstva a rozvoja vidieka SR,28,2023
Štatistický úrad SR,Štatistický úrad SR,28,2023
Regionálny úrad verejného zdravotníctva Považská Bystrica,Regionálny úrad verejného zdravotníctva Považská Bystrica,28,2023
Štatistický úrad SR,Štatistický úrad SR,28,2023
Ústredný kontrolný a skúšobný ústav poľnohospodársky v Bratislave,Ústredný kontrolný a skúšobný ústav poľnohospodársky v Bratislave,28,2023
"Regionálny úrad verejného zdravotníctva, Žilina","Regionálny úrad verejného zdravotníctva, Žilina",28,2023
Ústredný kontrolný a skúšobný ústav poľnohospodársky v Bratislave,Ústredný kontrolný a skúšobný ústav poľnohospodársky v Bratislave,28,2023
Ministerstvo životného prostredia SR,Ministerstvo životného prostredia SR,28,2023
Štatistický úrad SR,Štatistický úrad SR,28,2023
Štatistický úrad SR,Štatistický úrad SR,28,2023
"LESY Slovenskej republiky, štátny podnik","LESY Slovenskej republiky, štátny podnik",28,2023
Štatistický úrad SR,Štatistický úrad SR,28,2023
Štatistický úrad SR,Štatistický úrad SR,28,2023
Štatistický úrad SR,Štatistický úrad SR,28,2023
Regionálny úrad verejného zdravotníctva Nitra,Regionálny úrad verejného zdravotníctva Nitra,28,2023
Štatistický úrad SR,Štatistický úrad SR,28,2023
Regionálny úrad verejného zdravotníctva Nitra,Regionálny úrad verejného zdravotníctva Nitra,28,2023
Štatistický úrad SR,Štatistický úrad SR,28,2023
Štatistický úrad SR,Štatistický úrad SR,28,2023
Regionálny úrad verejného zdravotníctva Nitra,Regionálny úrad verejného zdravotníctva Nitra,28,2023
Štatistický úrad SR,Štatistický úrad SR,28,2023
Štatistický úrad SR,Štatistický úrad SR,28,2023
Regionálny úrad verejného zdravotníctva Galanta,Regionálny úrad verejného zdravotníctva Galanta,28,2023
